video_id;comment
XvkEExdl-w4;Therapist: Metal-eating putty doesn't exist. They can't hurt you.
XvkEExdl-w4;02:59:00 AM
XvkEExdl-w4;2:55 Right: My Hopes and Dreams
XvkEExdl-w4;           Left: The Reality
XvkEExdl-w4;0:55 portal 3 confirmed
XvkEExdl-w4;3:54 GODLY SYNC
XvkEExdl-w4;2:58 when u see a tasty snacc
XvkEExdl-w4;1980: in the future we have flying cars.
XvkEExdl-w4;2017: COOL MAGNET GADGETS
XvkEExdl-w4;5:30 who else wondered if we could actually sit on that?😛
XvkEExdl-w4;"4. ""Rail Twirler"" ...played with in the mid 80's. Blew my little mind."
XvkEExdl-w4;Man: hey magnet putty who is your parent?
XvkEExdl-w4;Magnet putty: The Blob.
XvkEExdl-w4;0:00 Dang! I thought it was gonna be chocolate fondue 😞
XvkEExdl-w4;2:09 an updated 60s Whee-lo
XvkEExdl-w4;2:26 oh my childhood
XvkEExdl-w4;Cool, I want one!
XvkEExdl-w4;looks at wallet
XvkEExdl-w4;Nevermind.
XvkEExdl-w4;5:06 if anyone says the earth is flat, show them this.
XvkEExdl-w4;5:42 That mega levitator reminds me a U.F.O!
XvkEExdl-w4;02:54:00 AM
XvkEExdl-w4;Yo you got a can of chips there?
XvkEExdl-w4;Me: ... no
XvkEExdl-w4;02:58:00 AM
XvkEExdl-w4;The putty: me @ 2am
XvkEExdl-w4;Magnet: packet of Doritos
XvkEExdl-w4;5:28 that the future omg
XvkEExdl-w4;1:39 SAND SCRIPT
XvkEExdl-w4;SOMEBODY PUT THE CODE OF AREA 51 IN HERE!!
XvkEExdl-w4;"9:40 ""All hail the holy brick"""
XvkEExdl-w4;We can make super vehicle from last magnet shows
XvkEExdl-w4;As a Kid I've always had the thought of the mega levitator .My navie mind thought nobody would have figured it out. But I knew it would be impossible as I grew up and Only today I actually saw one 😂
XvkEExdl-w4;2:54 Where is the home key XD
XvkEExdl-w4;OMG, 2020 I still watch 😂
XvkEExdl-w4;the music made me feel like im in some calmer parallel dimension
XvkEExdl-w4;3:13, The new gun of the magnet army
XvkEExdl-w4;this thing is more intresting than that fidget spinner!
XvkEExdl-w4;3:08 Yum... Delicious
XvkEExdl-w4;4:42 cielos que masiso
XvkEExdl-w4;5:31 I want to purchase this
XvkEExdl-w4;2:57 when someone ate your magnet and your like trying to find it
XvkEExdl-w4;I now will buy everything on that list
XvkEExdl-w4;5:28 mega levitator was amazing and background vocals at that time was just epic
XvkEExdl-w4;3:58 science behind HALF LIFE 2 and PORTAL'S gravity  gun...🤣🤣🎮
XvkEExdl-w4;2:53 the me when I'm sitting on the couch
XvkEExdl-w4;Why is the music like that ancient stuff we learn in social studies.
XvkEExdl-w4;3:02 « we are venom »
XvkEExdl-w4;I need one of those solar system clocks
XvkEExdl-w4;02:54:00 AM
XvkEExdl-w4;Magnetic putty: hmmm electrons
XvkEExdl-w4;5:30 the future is now
XvkEExdl-w4;He struggled to lift the weight but I got watermelon to keep me in shape
XvkEExdl-w4;3:00 it is eating magnet
XvkEExdl-w4;No:5 I Thought It Was Magnetic Potty 😂😂😂
XvkEExdl-w4;05:30:00 AM
XvkEExdl-w4;Yoda: MAY THE FORCE BE WITH YOU,ALWAYS
XvkEExdl-w4;Me:oh of course
XvkEExdl-w4;hold that thing
XvkEExdl-w4;Imagine:
XvkEExdl-w4;You open your putty
XvkEExdl-w4;Squish it
XvkEExdl-w4;You find your mothers necklace, dads watch and sisters metal eyeshadow box
XvkEExdl-w4;2:53 Venom ?
XvkEExdl-w4;2:08 amazing👍
XvkEExdl-w4;4番目のやつ家にある笑笑
XvkEExdl-w4;Oh God I need that solar sys-time
XvkEExdl-w4;At 4:08 it's bothering me that he/she didn't picked up that one small ball,or maybe did but didn't show it up on the vid
XvkEExdl-w4;Did I search for it??
XvkEExdl-w4;- No
XvkEExdl-w4;Now I realised venom was fro. Magnetic planet
XvkEExdl-w4;Who else want to stand on mega levitator
XvkEExdl-w4;4:54 I love this clock, it's so cool
XvkEExdl-w4;If you pause at 3:03 it looks kinda like Felix coregraves king character
XvkEExdl-w4;OMG I just got an idea with that levitator!
XvkEExdl-w4;They can make magnet shoes like that who is the opposite of the gravity, then we can just float in the air and balance ourselves~
XvkEExdl-w4;05:35:00 AM
XvkEExdl-w4;Wait, that's illegal
XvkEExdl-w4;4:26 stranger things season 3
XvkEExdl-w4;3:00 when i am coming hungry home after job
XvkEExdl-w4;5:30 from this we can make ufo
XvkEExdl-w4;5:30 someone, please build a lego island with the levitator inside. That would be so cool.
XvkEExdl-w4;"Magnetic putty: ""Metal? Better eat that!"" It's going to eat our computers"
XvkEExdl-w4;my father had got me a rail twirler, I lost it at some point I don't know.  it was 1997
XvkEExdl-w4;2:55 is Amazing 👍
XvkEExdl-w4;2:58 it looks like a swamp monster eating mettle
XvkEExdl-w4;Legend has it that no one cares if you're first
XvkEExdl-w4;2:54 getting eaten alive be like
XvkEExdl-w4;1:02 ITS A MAGNET THAT STICKS INSIDE THE TO OTHER BIG MAGNESTS INSIDE!!
XvkEExdl-w4;U know the small ball part yea uhh i say ahh grind thing
XvkEExdl-w4;Then it looked buteifull i dont really care how i spell
XvkEExdl-w4;This video so relaxing, awesome !!
XvkEExdl-w4;How the hell that mag switch works. It's looking like science fiction.
XvkEExdl-w4;저거 너무 재밌어 보인다
XvkEExdl-w4;Mega levitator I loved it...I also need to stay in the air like that magnet/object...😎😎😎
XvkEExdl-w4;0:56 that's on beat
XvkEExdl-w4;1:55のやつ、ジョジョ3部のヴァニラ・アイスの時みたい
XvkEExdl-w4;2:13 jabolo
XvkEExdl-w4;where can i get the solar sys-time?
XvkEExdl-w4;0:45 that just seems like falling with extra steps
XvkEExdl-w4;"2:59 I was be like ""venom is that u?"""
XvkEExdl-w4;Mega levitator is my dream flooting bed
XvkEExdl-w4;Seeing the nineth gadgeth, i think they can build transportation
XvkEExdl-w4;01:44:00 AM
XvkEExdl-w4;ヴァニアアイス
XvkEExdl-w4;クリーム
XvkEExdl-w4;the mega elevator is like the euler's disc completing no nut november.
XvkEExdl-w4;5:47 that could hold me!
XvkEExdl-w4;Woah  when i saw that levitator i was like What! WHAT! WOOOOOAAAAAAAAAAAAAAAAAHHHHHHH!!
XvkEExdl-w4;sand scipt is so satisfying😌
XvkEExdl-w4;So interesting to watch. Magnetic!
XvkEExdl-w4;The slow fall ball was amazing. I loved. It
XvkEExdl-w4;The rail twirler was the coolest thing when I was little
XvkEExdl-w4;0:40 뿌직
XvkEExdl-w4;05:30:00 AM
XvkEExdl-w4;Crongats u have invent a new thing
XvkEExdl-w4;Next video will be the revealing of an amazing trick how to keep 2,5 mil subscribers without posting anything for a year.
XvkEExdl-w4;5:37 IncredubLe!!!😮
XvkEExdl-w4;"5, ""we are venom..."""
XvkEExdl-w4;2:45 magnetic pootis
XvkEExdl-w4;2:52 it looks like earth coliding with the moon
XvkEExdl-w4;it'd be so cool if museums incorporated the last one as a displayer
XvkEExdl-w4;1:08 For a second it looked like a joint from the 25th century..
XvkEExdl-w4;rip headphone users
XvkEExdl-w4;btw
XvkEExdl-w4;2:10 at first I thought Hotdiggedydemon made that toy up.
XvkEExdl-w4;5:40 arma desbloqueada: tijolo
XvkEExdl-w4;This might just be the weed talking but can we just make a machine that uses a magnet to spin and never stop and that creates power?
XvkEExdl-w4;2:59 new venom be looking tight
XvkEExdl-w4;think I know how the pyramids were built...
XvkEExdl-w4;Time Skips below VVVVVV
XvkEExdl-w4;0:55 Advanced juggling
XvkEExdl-w4;1:19 Anti-Gravity pen
XvkEExdl-w4;Mega levitator will be use this in the future to prevent traffic road..(^_^)..
XvkEExdl-w4;3:02 nyom
XvkEExdl-w4;3:05 GODZILLA!!!! 😱😱😂
XvkEExdl-w4;ヾ(≧∇≦)The video was interesting!
XvkEExdl-w4;A large monster ate the mini magnet OMG😰
XvkEExdl-w4;2:08 у меня такая в детстве была
XvkEExdl-w4;2:13 thought it was a beyblade like If true
XvkEExdl-w4;I want this clock(solar sis-time)! Where can I buy?
XvkEExdl-w4;Is it selled in Japan?
XvkEExdl-w4;03:10 when i find the true love
XvkEExdl-w4;Hope we will get another video from you this year ._.
XvkEExdl-w4;That planet orbiting simulator was awesome.
XvkEExdl-w4;wow everything is amazing
XvkEExdl-w4;2:13 i got this when its the day of the death (in the Philippines) when i was a kid
XvkEExdl-w4;5:30 is the best!!!
XvkEExdl-w4;5:40 that looks like an item in a game
XvkEExdl-w4;04:09:00 AM
XvkEExdl-w4;Did you noticed one ball just jumped off the bowl?
XvkEExdl-w4;3:10 after i dump.
XvkEExdl-w4;最初の音プレ2の起動音みたい
XvkEExdl-w4;2:15 I used to have one of those
XvkEExdl-w4;Magnetic putty`s eating metal look like venom
XvkEExdl-w4;I like this (2:38)
XvkEExdl-w4;2:55 is like a reverse poop
XvkEExdl-w4;The magnet pen was around in the early 90s.
XvkEExdl-w4;4번 나 국민학교때 있던건데 아직도 있네 ㄷㄷㄷ
XvkEExdl-w4;Me: Witch craft???
XvkEExdl-w4; 
XvkEExdl-w4;DUDE GET ME ONE OF THOSE
XvkEExdl-w4;How can one get magnets showed in the video?
XvkEExdl-w4;0:20 feel flux
XvkEExdl-w4;The last one in Awesome
XvkEExdl-w4;The 9 was the most amazing one, and they should have started 9 8 7 to 1 for the best.
XvkEExdl-w4;Ooo tithe magnetic putty. Reminds me of the film the blob back when I was a kid in the 70's.
XvkEExdl-w4;the first amazing, May be applied to be the absorber or suspension ?
XvkEExdl-w4;0:01 クリーム
XvkEExdl-w4;I just wanna see that last one spin really fast!
XvkEExdl-w4;I need that mega leviator....
XvkEExdl-w4;Great, I love magnets.
XvkEExdl-w4;2:57 venom
XvkEExdl-w4;3:01 VeEeNoOomMMmmmMMM
XvkEExdl-w4;Amazing vid I'm so satisfied
XvkEExdl-w4;Mega Levitator😮
XvkEExdl-w4;If we attach some led lights to the leviating thing it would be dope
XvkEExdl-w4;1:43 scripting roblox items with sand 😂
XvkEExdl-w4;1:51. How deserts were formed lol
XvkEExdl-w4;The mag switch is amazing 😍😍😍 can I borrow it
XvkEExdl-w4;Electro magnetic induction. Class 12 physics. 😉
XvkEExdl-w4;This is why I love magnets! I've always been attracted to their awesomeness.
XvkEExdl-w4;Uhhh I first saw the 1st one on Vat19 :v
XvkEExdl-w4;0:30 parece um tolete saindo do cu
XvkEExdl-w4;These are the best gadgets on Earth. Also this is amazing.
XvkEExdl-w4;Serious...
XvkEExdl-w4;I must have this!
XvkEExdl-w4;2:58 me eating a slice of pizza
XvkEExdl-w4;한국인 찾아요 ㅠㅠ
XvkEExdl-w4;The music is pretty good.
XvkEExdl-w4;Can I have a list pls thanks you
XvkEExdl-w4;04:03:00 AM
XvkEExdl-w4;OMG 😍
XvkEExdl-w4;와------대박
XvkEExdl-w4;This somehow reminds me of God
XvkEExdl-w4;My favorite is the levitator and the solar systime
XvkEExdl-w4;3:01 Venom ?
XvkEExdl-w4;3:00 this magnetic slime is an example of nano tech
XvkEExdl-w4;Dostum mega levitator var ya sondaki o satilikmi onu nerden ala biliriz bide su mag switch bana soyle lutfen
XvkEExdl-w4;Thanks I’ll take 5 of each
XvkEExdl-w4;Omg! The rail twirler was my childhood!
XvkEExdl-w4;5:30 our future floor
XvkEExdl-w4;The Magnetic Putty is Awesome...somewhat like a BlackHoLe...!!
XvkEExdl-w4;ふぁ～すげー
XvkEExdl-w4;なんかBGMの性なのか神秘的
XvkEExdl-w4;My favorite was the mega levitator
XvkEExdl-w4;This balll on 3 is so crazy XD
XvkEExdl-w4;2:56 Nom Nom Nom 😂
XvkEExdl-w4;I want the mega levitator as a crib for my first child
XvkEExdl-w4;Welp, I have this rail twirler
XvkEExdl-w4;The last one was amazing
XvkEExdl-w4;nice video guys keep up! and may i know the monolith song title it sounds pretty nice too
XvkEExdl-w4;We at last built a hover board
XvkEExdl-w4;5:30 i want to sit on it so bad
XvkEExdl-w4;Mega levistor was awesome..
XvkEExdl-w4;These people are living in 3119.
XvkEExdl-w4;Amazing.. Alhamdulillah...
XvkEExdl-w4;Your background sound is amazing  😍😍👌👌
XvkEExdl-w4;5:48 imagine having like portable giant magnets like those. We could move such heavy things with minimum strenght effort
XvkEExdl-w4;3:04 magnet eater
XvkEExdl-w4;この人の家に遊びに行ったら絶対楽しい
XvkEExdl-w4;The number 5 is my favorite
XvkEExdl-w4;Last flying thing was awesome 👌
XvkEExdl-w4;Where can I buy that mega levitator pls someone tell
XvkEExdl-w4;Uh the video is awesome but why is the slow fall ball amazing? XD
XvkEExdl-w4;I wanna step on the last one 😨👀
XvkEExdl-w4;mega levitator :)
XvkEExdl-w4;Ohhhhh this is satisfying
XvkEExdl-w4;1:35 I know where to find the sand there?
XvkEExdl-w4;Give me the link to sand script and mega levitator please!
XvkEExdl-w4;You could get a million more viewer if u use the magnetic slime for thumbnail.
XvkEExdl-w4;3:00 venom
XvkEExdl-w4;I know I don't need it but I can't breathe with the thought of not having one anymore😱
XvkEExdl-w4;We can walk in air
XvkEExdl-w4;หนูยากใด้ชิง้ที่5คับ
XvkEExdl-w4;جميل جدا 💗✨
XvkEExdl-w4;في عرب🌞.......😂😂
XvkEExdl-w4;小时候两元店的玩具
XvkEExdl-w4;3:14 gaussian gun ❤️
XvkEExdl-w4;2:43 VAT19 stuff lol
XvkEExdl-w4;The 4th one everyone thought you were cool if u had those in the 🇵🇭 (plus they were pretty cheap)
XvkEExdl-w4;omg there alive all hail the pup
XvkEExdl-w4;05:30:00 AM
XvkEExdl-w4;😂
XvkEExdl-w4;People are so suprised at a magnetic levitator. What about the toggalable magnet?
XvkEExdl-w4;القانة جميلة انتي اجمل منها انا شفت شعرك الحلو ما شاء الله  الله يحميك من العين قولي امين
XvkEExdl-w4;that was flip en awesome
XvkEExdl-w4;"磁石ってスゲェな( ; ゜Д゜)"
XvkEExdl-w4;First one is simple lenz's law
XvkEExdl-w4;the device in minute 3.37 where can i buy it
XvkEExdl-w4;yeaaah magnets!
XvkEExdl-w4;That flying magnet is amazing
XvkEExdl-w4;1:00:00 heh this is the best!
XvkEExdl-w4;4.Rail Twirler I had that one
XvkEExdl-w4;I'm from Indonesia you from?
XvkEExdl-w4;磁石は不思議だな！！
XvkEExdl-w4;The last one was great 👍
XvkEExdl-w4;I need that last one
XvkEExdl-w4;The number 7 one vrs picking things up, it's easier to pick things up then use that magnet.
XvkEExdl-w4;that levitation disk at the end explains ufos
XvkEExdl-w4;3:02 my face after rejection
XvkEExdl-w4;omg the music
XvkEExdl-w4;2019 Fizik Ayt sorusu
XvkEExdl-w4;The  magnetic putty was amazing
XvkEExdl-w4;Even I have the rail twirler.......Many years ago
XvkEExdl-w4;omg😍
XvkEExdl-w4;Slow fall ball is made in Hungary
XvkEExdl-w4;2:54 straight outta The Incredibles
XvkEExdl-w4;5:23 it will look like solar system if we add more to it
XvkEExdl-w4;2:43 A blob that ate everyone
XvkEExdl-w4;Awesome gadgets :>
XvkEExdl-w4;5:28 where i can buy?
XvkEExdl-w4;Last one was awesome
XvkEExdl-w4;OW AMAZING MOMENT #GOOD
XvkEExdl-w4;Last one is amazing
XvkEExdl-w4;Amazing stuff thank you!!  I know its not magnets, except for an onboard magnetic transformer, but if you would like to see a real  device that levitates into the air, with its power supply! please click on the purple channel icon to the left.
XvkEExdl-w4;ih my god!These is so insane in the last part
XvkEExdl-w4;Amazing!!!
XvkEExdl-w4;The mega levitator is wonderful !!!!
XvkEExdl-w4;We find venom 3:00
XvkEExdl-w4;Imagine if someone left their keys next to the magnetic putty😂small schock
XvkEExdl-w4;I had the number 4 but now its gone :(
XvkEExdl-w4;Now I'm really curious to know the actual concept and physics behind  them ...!! Bcz of mega levitator
XvkEExdl-w4;with those inventions that you make we would be in the future I like your invitations a lot like you if you like me too
XvkEExdl-w4;Last one was damn awesome
XvkEExdl-w4;Is game is made Hungary 🇭🇺
XvkEExdl-w4;5:05 what! solar systime or solar system
XvkEExdl-w4;The first one is from vat 19
XvkEExdl-w4;마지막부분 개쩌네
XvkEExdl-w4;2:54 looks kinda creepy
XvkEExdl-w4;I want a sand script now 🙃😌
XvkEExdl-w4;Классное видео!👍
XvkEExdl-w4;at the Mega Levitator.
XvkEExdl-w4;I feel like i'm the circly thingy. and if i go down i will lose. then when the cement stone was on me. it's just like i'm carrying my team in a game lol
XvkEExdl-w4;I Love That.
XvkEExdl-w4;Untuk apa alat tsb diciptakan (?)
XvkEExdl-w4;Amazing😮
XvkEExdl-w4;When hoverboards should've been like this.
XvkEExdl-w4;I love the sand one
XvkEExdl-w4;I like the mega levitator
XvkEExdl-w4;where can I buy the stuff? the levitator?
XvkEExdl-w4;"OMG. I feel like I'm 12 years old again. Bring back ""Clackers""!"
XvkEExdl-w4;3, 8 and 9 kinda cool stuff
XvkEExdl-w4;Oh my god!!!😱
XvkEExdl-w4;2:58  When you sit next to a monster and you don't know what's happening?
XvkEExdl-w4;9. is my favourite!
XvkEExdl-w4;OMG the music very good
XvkEExdl-w4;The last gadget... 🤤🤤🤤
XvkEExdl-w4;WOAH!!
XvkEExdl-w4;WOAH, dude, that's amazing! I never thought such things could exist! But it happened. It's amazing how far science has come. I still can't believe it.........
XvkEExdl-w4;wow^^
XvkEExdl-w4;2:43 it's Venom?
XvkEExdl-w4;エレベーターに応用したら面白そうですね！
XvkEExdl-w4;砂紋・・・欲しいな
XvkEExdl-w4;Brusspup remembered the password of the channel +1
XvkEExdl-w4;All night thought about suspended magnet. Dream come true
XvkEExdl-w4;Stephen Hawking 0:55
XvkEExdl-w4;WOW!
XvkEExdl-w4;I have an earth floating use the levigator
XvkEExdl-w4;Slime:I’m hungry magnet NOOOOO
XvkEExdl-w4;1:50 lol I thought it was about to make a heart 😂
XvkEExdl-w4;0:22 суууууупер... бесполезная вещь😒
XvkEExdl-w4;From VietNam with love
XvkEExdl-w4;コイルの磁界を起こす現象を利用したのかな？
XvkEExdl-w4;That pen do be hovering tho 😳😳😳😳😳😳😳😳
XvkEExdl-w4;Amazing...
XvkEExdl-w4;0:5 portal confirmad
XvkEExdl-w4;Really I proud of you
XvkEExdl-w4;Wow Mega Levitator...I can use those...(lol)
XvkEExdl-w4;First You Showed Is From Vat19
XvkEExdl-w4;who like the frist one in vid like here and who like that vat19 product THEY ARE AWESOME
XvkEExdl-w4;The thing I want
XvkEExdl-w4;The Solar Sys-Time and The Mega Levitator.
XvkEExdl-w4;Magnet putty = venom
XvkEExdl-w4;哇 好神奇
XvkEExdl-w4;I was thinking of 3d printing something like number 9 I was wondering what kind of a magnet would be needed to carry lets say 50-100 grams at least 3 cm in the air
XvkEExdl-w4;Mega levitator was best where can I buy that and magnetic putty I love
XvkEExdl-w4;OMG YOU POSTED
XvkEExdl-w4;Maybe Mega levitator can be used for flying car technology..
XvkEExdl-w4;WOOOOOW 💖💖💖
XvkEExdl-w4;A música de fundo tá com cara de Donkey Kong Country 🌴
XvkEExdl-w4;2:23 poor magnet
XvkEExdl-w4;Me when I see M'nM's: 2:54
XvkEExdl-w4;Amazing. ❤from🇧🇩
XvkEExdl-w4;Mega levitator wowww
XvkEExdl-w4;I more interested by the clock
XvkEExdl-w4;リニアモーターが速い理由がわかる
XvkEExdl-w4;Belinya dmn?
XvkEExdl-w4;how can you make that mega levitator
XvkEExdl-w4;02:57:00 AM
XvkEExdl-w4;MaGnEt EaTeR 50O0!
XvkEExdl-w4;I've found venom 3:02
XvkEExdl-w4;5:20 that the blue ball stands still annoys me..
XvkEExdl-w4;The last one
XvkEExdl-w4;Como faço pra comprar?
XvkEExdl-w4;Yeah science does make me question god
XvkEExdl-w4;Magnetic force is stopping the metal ball against Gravitational force. It is amazing to see na engineers!
XvkEExdl-w4;where can i get  mega levitator???
XvkEExdl-w4;If you need #1 you've got #2 for brains.
XvkEExdl-w4;Muito bom.pq não vem pra i Brasil esses brinquedo??
XvkEExdl-w4;So how does the magnet switch thing work?
XvkEExdl-w4;WOOOOOOOOOOOOOOOOOOOW
XvkEExdl-w4;Where to get the mega leviator? Does it work without energy (and without spinning#?
XvkEExdl-w4;Amazing 👌👌
XvkEExdl-w4;I have an unnestopable need of webrowsing aliexpress
XvkEExdl-w4;Did I search for it??
XvkEExdl-w4;- No
XvkEExdl-w4;1:00 feels a sound when the ball goes in
XvkEExdl-w4;The fact is that there no sound coming out of the speaker of ur phone
XvkEExdl-w4;4th one with me
XvkEExdl-w4;イイネ
XvkEExdl-w4;سُبحان الله💙
XvkEExdl-w4;wow amazing idea keep on
XvkEExdl-w4;Awesome..
XvkEExdl-w4;
XvkEExdl-w4;Love you
XvkEExdl-w4;03:00  wtf....putty ate magnet...new discovery 😂
XvkEExdl-w4;My cat would like that sand scrpt thing!
XvkEExdl-w4;‍💻Things you can do with them cooper coil bench cookers ( 4get there name? ) 😳👍  uno its got a copper coil & electro power when on u  can do stuff :) 🤷‍♂️🎥🥇
XvkEExdl-w4;How does that  levitating device work? I think having two poles that are the same being  forced close to each other in a controlled condition?   Two south poles repel and so do two north poles.  Control that force would produce a levitating force.
XvkEExdl-w4;2:58 that’s how chrome eats up all the memory of my PC
XvkEExdl-w4;No.4
XvkEExdl-w4;I have rail trailer
XvkEExdl-w4;How amazing gadget please name them
XvkEExdl-w4;I wonder if they will make upgraded versions of the gaussian gun, make even use it for basic military, aside for others, of course.
XvkEExdl-w4;Number 7 👍🏽
XvkEExdl-w4;2:08 Ive seen those before
XvkEExdl-w4;The first is a Hungarian game
XvkEExdl-w4;4:42 he struggles to lift 5 pounds 😬
XvkEExdl-w4;I have the magnetic putty
XvkEExdl-w4;Türk müslüman olan varmı ben
XvkEExdl-w4;9-best,1-good
XvkEExdl-w4;XD
XvkEExdl-w4;2:57 ooh! The meal!! omn omn omn
XvkEExdl-w4;Thank you
XvkEExdl-w4;Who think some products is from Vat19?
XvkEExdl-w4;Awesome!
XvkEExdl-w4;I sometimes the used this to carry isotopic matter from the 3 dimensional to the 9th..😎
XvkEExdl-w4;That last one is pretty cool
XvkEExdl-w4;たのしそう
XvkEExdl-w4;Amazing science
XvkEExdl-w4;
XvkEExdl-w4;Whatev about E=mc2
XvkEExdl-w4;挺好玩的
XvkEExdl-w4;Wonderfull.....loved it
XvkEExdl-w4;no 9 amazing
XvkEExdl-w4;From were can I get one  please.
XvkEExdl-w4;2:58 We......Are.......Venom
XvkEExdl-w4;wow amazing
XvkEExdl-w4;Wow!
XvkEExdl-w4;good amazing
XvkEExdl-w4;Bob Lazar says , gravity bends space time, and slows down time.
XvkEExdl-w4;solar system 😁
XvkEExdl-w4;the magnetic putti is from vat19??  ithink tho
XvkEExdl-w4;This is very interesting and I am like it
XvkEExdl-w4;I never realized magnets for so cool. 😊
XvkEExdl-w4;Ooh i had that rail twirler
XvkEExdl-w4;I love it
XvkEExdl-w4;Вот это называется физика ёптееее 🖒
XvkEExdl-w4;The ancients once spoke of the return of brusspup, never knew I'd see it with my own eyes.
XvkEExdl-w4;The first experiment why it will be fast in the alimnium
XvkEExdl-w4;Mega levitator is the mostest bestest one.  I don't have words to describe it 😅😅
XvkEExdl-w4;I literally love that
XvkEExdl-w4;Amazing
XvkEExdl-w4;Amazing
XvkEExdl-w4;1:49 u can tell it is stop motion
XvkEExdl-w4;I want last one
XvkEExdl-w4;These devices can give one relief from stress
XvkEExdl-w4;For the last 1, WE COULD MAKE FLYIMGNG CARS WITH THAT!!! WE COULD HAVE POSTIVE ON THE ROAD AND POSITVE ON THE BOTTOM OF THE CAR!!! IM A GOD
XvkEExdl-w4;I want know how we can make the magnetic levitator
XvkEExdl-w4;1:45 what is the machine ?
XvkEExdl-w4;The last was an epic
XvkEExdl-w4;how to do 8 and 9🤔
XvkEExdl-w4;¿ Me pregunté cuánto tiempo se podrá hacer girar el bloc?
XvkEExdl-w4;Shut up and take my money!!!
XvkEExdl-w4;Awesome video......... I never ever watch this kind of video
XvkEExdl-w4;Amazing
XvkEExdl-w4;Wow! Brusspup! Amazing video! You don't upload often, but it is always worth the waiting! Keep it up! You will make my day if you reply!
XvkEExdl-w4;2:54 venom
XvkEExdl-w4;This a vat19 product.0:15
XvkEExdl-w4;4:05 tell me what this thing is called🙏🏻🙏🏻
XvkEExdl-w4;2:45 slime 2.0
XvkEExdl-w4;Amazing
XvkEExdl-w4;Thats relaxing .....
XvkEExdl-w4;No one:
XvkEExdl-w4;Venom: 2:58
XvkEExdl-w4;Can you explain why ?
XvkEExdl-w4;Thanks for showing  new gadgets
XvkEExdl-w4;amazing!!!😱😱😱😱
XvkEExdl-w4;Waw nice.5:34😲
XvkEExdl-w4;Where can I buy the hover pen?
XvkEExdl-w4;The magnetic putty is as same as the venom and its colour is same and I have the rail twirler
XvkEExdl-w4;Amazing
XvkEExdl-w4;Mega Levitator...    IS BRUTAL!!!
XvkEExdl-w4;Amazing
XvkEExdl-w4;the mega levitator is so cool
XvkEExdl-w4;7. For construction magnetic tool, fast clean up with a switch
XvkEExdl-w4;Where can I get the pen in the video please
XvkEExdl-w4;Where im buy this magnet's
XvkEExdl-w4;I just want to sit on it now
XvkEExdl-w4;Where is the gravity?
XvkEExdl-w4;Realty Magnetism..
XvkEExdl-w4;#FlatEarth #FE
XvkEExdl-w4;wow that awsome
XvkEExdl-w4;The mag switch is amazing 😍😍😍 can I borrow it
XvkEExdl-w4;The sand was very brilliant you are amazing
XvkEExdl-w4;this is so cool
XvkEExdl-w4;Last two are awesome
XvkEExdl-w4;Good edit
XvkEExdl-w4;Suaranya Mirip Di Surabaya. Nama Judulnya Apa?
XvkEExdl-w4;0:43 when you take a poop
XvkEExdl-w4;How long get this gadgets?
XvkEExdl-w4;Where’d you get it
XvkEExdl-w4;8th exp is awesome
XvkEExdl-w4;02:53:00 AM
XvkEExdl-w4;I just went and looked up that solar system clock because I thought that it looked amazing but the reviews for it are horrible.  That sucks!
XvkEExdl-w4;Magnetnya keren
